iter	MultiClass
182	0.238299449
183	0.2378416196
184	0.2374282733
185	0.2368064651
186	0.2362183618
187	0.2356167976
188	0.2349809319
189	0.2343204944
190	0.2338967976
191	0.2333687771
192	0.2328480139
193	0.2322712258
194	0.2319446795
195	0.2308391157
196	0.2303544206
197	0.2299777877
198	0.229354126
199	0.2288581766
200	0.2284743101
201	0.2280505747
202	0.2278385322
203	0.2276295595
204	0.2273037524
205	0.2268301547
206	0.2261510011
207	0.2258954553
208	0.2253980055
209	0.2248351185
210	0.2246307374
211	0.2242203646
212	0.223953519
213	0.223532095
214	0.2229947619
215	0.2225494954
216	0.2219645893
217	0.2210724772
218	0.2207629889
219	0.22039145
220	0.2196622427
221	0.2188463802
222	0.2183728212
223	0.2178048478
224	0.2174996862
225	0.2171302089
226	0.216824817
227	0.2164160057
228	0.2154108916
229	0.2150976308
230	0.2148328279
231	0.2144600467
232	0.2143113238
233	0.214132405
234	0.213924558
235	0.2133916757
236	0.2127742578
237	0.2121935507
238	0.2116430482
239	0.2113778583
240	0.2108557328
241	0.2102941683
242	0.2100789628
243	0.2097343624
244	0.2094387362
245	0.208570058
246	0.2081592964
247	0.2073166983
248	0.2067503759
249	0.2061821693
250	0.20585947
251	0.2055404752
252	0.2050806239
253	0.2043570724
254	0.2039854661
255	0.2034752869
256	0.2028756266
257	0.2026456716
258	0.2020793874
259	0.2017586051
260	0.2014795528
261	0.2009753803
262	0.200763857
263	0.2003658091
264	0.2000951995
265	0.1997724616
266	0.1991692749
267	0.1983843868
268	0.1979542057
269	0.1973484223
270	0.1964355609
271	0.1958358288
272	0.1955489878
273	0.1953840108
274	0.1945264132
275	0.1937154513
276	0.193318321
277	0.1930497716
278	0.1925641608
279	0.1920675789
280	0.1917951877
281	0.1912197279
282	0.1909514769
283	0.1906524534
284	0.1904314763
285	0.1902649719
286	0.1898397616
287	0.1891923697
288	0.1887962031
289	0.1884359973
290	0.1882336655
291	0.1877677037
292	0.1875044546
293	0.1869996049
294	0.1863656681
295	0.1859021106
296	0.1857383008
297	0.185186245
298	0.1845704133
299	0.1842218491
300	0.1839752781
301	0.1830886092
302	0.1827785548
303	0.1823355566
304	0.1819996011
305	0.1817016169
306	0.1813748482
307	0.1808172407
308	0.1803899831
309	0.1801128093
310	0.179827251
311	0.1795883562
312	0.1791444896
313	0.1786450625
314	0.1781972933
315	0.1774850594
316	0.1771311796
317	0.1768156435
318	0.1765032682
319	0.1761499922
320	0.1754376382
321	0.1750075235
322	0.1747432312
323	0.1744013792
324	0.1740951922
325	0.1738333233
326	0.1733903052
327	0.173040357
328	0.1724474478
329	0.1722238571
330	0.1718540209
331	0.1712351303
332	0.170750302
333	0.1700779606
334	0.1696758131
335	0.1695191814
336	0.1691606109
337	0.168940108
338	0.1685549339
339	0.1682668562
340	0.1679495993
341	0.1672517936
342	0.1669678467
343	0.1666509454
344	0.1663958087
345	0.1662319045
346	0.1660282303
347	0.1656008636
348	0.1651018199
349	0.1647370999
350	0.1644265548
351	0.1641386901
352	0.1636547392
353	0.1632342806
354	0.1629461518
355	0.1625343466
356	0.1622285471
357	0.161472094
358	0.161289372
359	0.1608663169
360	0.1605270358
361	0.1603869849
362	0.1601138982
363	0.1597641874
364	0.1595227181
365	0.1591307446
366	0.1588989292
367	0.158640912
368	0.158271967
369	0.1578960161
370	0.1573638413
371	0.1569598971
372	0.1566224724
373	0.1562370919
374	0.1559834433
375	0.1556134438
376	0.1554652281
377	0.1552531771
378	0.1548689266
379	0.1544709368
380	0.1542790524
381	0.1541164353
382	0.1539128555
383	0.1533565724
384	0.1530741619
385	0.1526809684
386	0.1522123986
387	0.1519681437
388	0.1517354388
389	0.1514132414
390	0.1511000494
391	0.1507570304
392	0.1504910012
393	0.1502518768
394	0.1500456459
395	0.1498098994
396	0.149565108
397	0.149336955
398	0.1491331707
399	0.1485954261
400	0.1483866567
401	0.1481130617
402	0.1476816251
403	0.1470829446
404	0.1466859138
405	0.1464269011
406	0.1462173813
407	0.1460388791
408	0.1456333242
409	0.1451239199
410	0.14472099
411	0.1442221435
412	0.1436487012
413	0.1433179757
414	0.1431652973
415	0.1427669634
416	0.1425868652
417	0.1423587756
418	0.1420157234
419	0.1416493194
420	0.1412555225
421	0.1410712806
422	0.140856278
423	0.1406479761
424	0.1404104641
425	0.1400817644
426	0.1397929652
427	0.1395495483
428	0.1393626207
429	0.1388995338
430	0.1387610153
431	0.1384158279
432	0.1380508984
433	0.1375703196
434	0.137164508
435	0.1370499891
436	0.1368772762
437	0.1367380586
438	0.1364625682
439	0.1359996292
440	0.1357335236
441	0.13550201
442	0.1352035797
443	0.1348202493
444	0.1343510013
445	0.1340622431
446	0.1338621184
447	0.1335377844
448	0.1333072666
449	0.133143536
450	0.1329892217
451	0.132677122
452	0.1324663485
453	0.1322315302
454	0.1320112014
455	0.1316236564
456	0.1313085481
457	0.1310807162
458	0.1308322224
459	0.1305928846
460	0.13016347
461	0.1298898534
462	0.1296596551
463	0.1294110082
464	0.1291294707
465	0.1289142769
466	0.1287538864
467	0.1286426529
468	0.1283463204
469	0.1280844722
470	0.1279748156
471	0.1275373678
472	0.1273570336
473	0.127015031
474	0.1265626875
475	0.1262790832
476	0.1260420825
477	0.1258294022
478	0.1256031369
479	0.1253079997
480	0.1250698903
481	0.124949714
482	0.1244319917
483	0.1242387528
484	0.1240030836
485	0.1238600635
486	0.123583155
487	0.1233199375
488	0.123112751
489	0.1228126754
490	0.1225937514
491	0.1225278405
492	0.1222552452
493	0.1219445912
494	0.1216725072
495	0.1214601553
496	0.1212389893
497	0.1209913073
498	0.1207116676
499	0.120525438
500	0.1203533986
501	0.1201776862
502	0.1200187147
503	0.1198140146
504	0.1196693666
505	0.1195110625
506	0.119298566
507	0.1190015379
508	0.1187839631
509	0.1185627517
510	0.118384639
511	0.1181800776
512	0.1179812175
513	0.1177126
514	0.1175111455
515	0.1172459856
516	0.1169564351
517	0.1168224702
518	0.116732734
519	0.1165201745
520	0.1162510158
521	0.1159189912
522	0.1156843584
523	0.1152614948
524	0.1151283116
525	0.1147656406
526	0.1146131228
527	0.1144533039
528	0.1143461013
529	0.1141948824
530	0.1140050295
531	0.1137264069
532	0.1132797008
533	0.1131010327
534	0.1129465753
535	0.112476953
536	0.1121506846
537	0.1118612038
538	0.1117181047
539	0.1116017911
540	0.1114677676
541	0.1111744064
542	0.1110771802
543	0.1109029533
544	0.110715081
545	0.1105124154
546	0.1101967878
547	0.1099359098
548	0.1098293841
549	0.109701511
550	0.1093269814
551	0.1090403418
552	0.1088901217
553	0.1088063221
554	0.1086603584
555	0.1084941266
556	0.1081197807
557	0.1079172479
558	0.1076924498
559	0.1072380223
560	0.1070334057
561	0.1067813245
562	0.106629726
563	0.1064521866
564	0.1061948815
565	0.1059770495
566	0.1057600675
567	0.1056347761
568	0.1055111356
569	0.1054124023
570	0.1051014834
571	0.1048831725
572	0.1046330276
573	0.1045303722
574	0.1042541718
575	0.1040609079
576	0.1039244979
577	0.10382939
578	0.1036447018
579	0.1034750042
580	0.1033003001
581	0.1030904659
582	0.1029786362
583	0.1028363475
584	0.1026326282
585	0.1023569877
586	0.1022322205
587	0.1021153931
588	0.1019331234
589	0.101675092
590	0.1015750807
591	0.101462258
592	0.1011958118
593	0.10103966
594	0.1008052749
595	0.1006760457
596	0.1005517145
597	0.1004141927
598	0.1001870906
599	0.09995456004
600	0.09982999031
601	0.09956557366
602	0.09932641177
603	0.09921578088
604	0.09908634114
605	0.09894594868
606	0.0988113917
607	0.09856407819
608	0.09841115435
609	0.09819504074
610	0.09799015235
611	0.09780167164
612	0.09771753254
613	0.09762005473
614	0.09739666894
615	0.09724223209
616	0.09713349942
617	0.09701678633
618	0.09689996993
619	0.09678168949
620	0.09651091933
621	0.09633236333
622	0.09622567739
623	0.09612297065
624	0.09600975121
625	0.0958276831
626	0.09566750061
627	0.0954166497
628	0.09522048923
629	0.09504453898
630	0.09489842423
631	0.09474336937
632	0.09454425545
633	0.09433171882
634	0.09411748284
635	0.09401241054
636	0.09386396907
637	0.09373381635
638	0.09360587526
639	0.09338646519
640	0.09320196899
641	0.09296074688
642	0.09282271922
643	0.09274050852
644	0.09255924793
645	0.09231548774
646	0.09216178711
647	0.09194854418
648	0.09173334649
649	0.09160024005
650	0.09143950087
651	0.09117894164
652	0.09103467417
653	0.0909273278
654	0.0907848906
655	0.09063307092
656	0.09045127322
657	0.09028388121
658	0.09017047508
659	0.09003612598
660	0.08989992079
661	0.08981780311
662	0.08964346946
663	0.08953036742
664	0.08934125201
665	0.08920228188
666	0.08907896501
667	0.08896624628
668	0.08881010094
669	0.08868431444
670	0.08843464412
671	0.08827558462
672	0.08797817603
673	0.08790071069
674	0.08775412051
675	0.08764361761
676	0.08749167357
677	0.08732997109
678	0.08718925254
679	0.08707725927
680	0.08695333377
681	0.0867040181
682	0.08657711321
683	0.08639265756
684	0.08611421302
685	0.08600343765
686	0.08578756639
687	0.08558610182
688	0.08547550721
689	0.08538880591
690	0.08525800123
691	0.08507709456
692	0.08501679811
693	0.08491174722
694	0.08482123199
695	0.08471175256
696	0.08458394586
697	0.08452224542
698	0.08439263136
699	0.08424098347
700	0.08412214986
701	0.08395400049
702	0.08384767844
703	0.08374642736
704	0.08360052166
705	0.08351536673
706	0.08340417091
707	0.08329968068
708	0.08314928736
709	0.0829573443
710	0.08281057282
711	0.08277537047
712	0.08261929187
713	0.08238258885
714	0.08223325021
715	0.08212542994
716	0.08202832803
717	0.08193284385
718	0.08170228644
719	0.08160511236
720	0.08151079188
721	0.08121974411
722	0.08092873887
723	0.08081790798
724	0.08064395802
725	0.08051399
726	0.08043061358
727	0.08031067705
728	0.08025955321
729	0.08013784729
730	0.07999412339
731	0.07990783495
732	0.07986212409
733	0.07972251496
734	0.07960074404
735	0.07951046129
736	0.07932419277
737	0.0792089441
738	0.07908642188
739	0.07886240059
740	0.07876085155
741	0.07861142413
742	0.0784680402
743	0.0783508956
744	0.0782096663
745	0.07813221335
746	0.07795553163
747	0.07789246706
748	0.07779808342
749	0.0777472138
750	0.07762918127
751	0.07748626072
752	0.07729376497
753	0.0770793282
754	0.07704174315
755	0.07682536381
756	0.07671984463
757	0.07650073167
758	0.07639831035
759	0.07623903692
760	0.07610612175
761	0.07596974884
762	0.07586076508
763	0.0757050388
764	0.0756052141
765	0.07543597258
766	0.07531452264
767	0.07510273285
768	0.07498042934
769	0.07482903069
770	0.0747877885
771	0.07463492088
772	0.07448809879
773	0.07435391643
774	0.07425324538
775	0.07417122725
776	0.07403219919
777	0.07390030708
778	0.07371749427
779	0.07363041245
780	0.07354496242
781	0.07333811818
782	0.07326375095
783	0.07313495653
784	0.07302347397
785	0.07289759319
786	0.07278685135
787	0.07270750668
788	0.07248610051
789	0.07238568504
790	0.07229202285
791	0.07222929703
792	0.07204466675
793	0.07199602487
794	0.0719276204
795	0.0717702396
796	0.07171951335
797	0.07159989205
798	0.07147249507
799	0.07132058347
800	0.07118541146
801	0.07105406017
802	0.07092597925
803	0.07085094482
804	0.07073291769
805	0.07059438392
806	0.07048483242
807	0.07035573052
808	0.07028354523
809	0.0701916804
810	0.07007596099
811	0.07002008882
812	0.06992041917
813	0.06983042795
814	0.06969790943
815	0.06962512027
816	0.06955606811
817	0.06949217362
818	0.06934046191
819	0.06924320754
820	0.06911759851
821	0.06900160718
822	0.06896315538
823	0.0688253468
824	0.06874514684
825	0.06864528922
826	0.06856702164
827	0.06849101644
828	0.06842395809
829	0.06833284824
830	0.06821142542
831	0.06806305343
832	0.06798699892
833	0.06785659084
834	0.06776925087
835	0.06769914242
836	0.06759114761
837	0.06745110469
838	0.06733539515
839	0.06728608856
840	0.06709003355
841	0.06703381202
842	0.06690555139
843	0.06679490902
844	0.06674638468
845	0.06660887904
846	0.06650232573
847	0.06637460855
848	0.06626205042
849	0.0661783431
850	0.06606822947
851	0.06597105693
852	0.06592784533
853	0.06579238729
854	0.06573145998
855	0.06564338454
856	0.06557307858
857	0.06546570947
858	0.06537870526
859	0.06532231677
860	0.06520665165
861	0.06516655992
862	0.06502844225
863	0.06494402625
864	0.06488805853
865	0.06476473482
866	0.06470618029
867	0.06463092421
868	0.06453438371
869	0.06448304873
870	0.06441309508
871	0.06433753457
872	0.06424232531
873	0.06415787126
874	0.06408140079
875	0.06395604535
876	0.06385276829
877	0.06379193585
878	0.06367964306
879	0.06358184419
880	0.06345618347
881	0.06335600345
882	0.06327333024
883	0.06317536449
884	0.06308653714
885	0.06301255602
886	0.06294964832
887	0.06285104291
888	0.06277466744
889	0.06263217441
890	0.06252265133
891	0.06239314575
892	0.06228871018
893	0.0622199313
894	0.06214874937
895	0.06197072811
896	0.06191737261
897	0.06182891203
898	0.0617233057
899	0.0616738898
900	0.06158776406
901	0.06152759665
902	0.06140823558
903	0.06133655092
904	0.0612479336
905	0.06115182827
906	0.06109710034
907	0.06097786661
908	0.06089476912
909	0.06082867434
910	0.06072643006
911	0.0606292611
912	0.06055558165
913	0.06045934763
914	0.06038150849
915	0.06034107551
916	0.06021311206
917	0.06013631218
918	0.05997718415
919	0.0599002746
920	0.05982036508
921	0.05975793822
922	0.05959999718
923	0.05953611106
924	0.05945838867
925	0.05927511661
926	0.05911177755
927	0.05899101005
928	0.0589093977
929	0.05877484031
930	0.05867109793
931	0.05862170978
932	0.05851770838
933	0.0584017038
934	0.05833780527
935	0.05828024719
936	0.05817411333
937	0.0580509157
938	0.05789590135
939	0.05772910878
940	0.05762338374
941	0.05754732904
942	0.05748938385
943	0.05736238452
944	0.05732565459
945	0.05728726172
946	0.05715829611
947	0.05707798487
948	0.05702314377
949	0.05694824298
950	0.05684411159
951	0.05675374068
952	0.05668019671
953	0.05658977556
954	0.05647297585
955	0.05639027375
956	0.05635146469
957	0.05623447912
958	0.05618839473
959	0.05613750234
960	0.0560535365
961	0.05600591212
962	0.05591824646
963	0.0558764875
964	0.05580743013
965	0.05571003377
966	0.05564452422
967	0.05559379717
968	0.05554828183
969	0.05547593162
970	0.05542198873
971	0.05531828139
972	0.05524086679
973	0.05520903814
974	0.05505645298
975	0.0550043081
976	0.05495697856
977	0.05483546057
978	0.05478358924
979	0.05471012261
980	0.05459266941
981	0.05455582783
982	0.05451175875
983	0.05442187378
984	0.05427394705
985	0.0541728203
986	0.05408893376
987	0.05405664866
988	0.05399458719
989	0.05392066539
990	0.05385645082
991	0.0538264654
992	0.05379579269
993	0.05374093244
994	0.05365836162
995	0.05357254293
996	0.05348394965
997	0.05340238125
998	0.05328367231
999	0.05322251222
